Site_Id,Unit_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),Time (24:00),Field_Tech,DateVerified,WhoVerified,AirTemp (C),Year
Bay,,1995-08-22,5.5,7.4,8.8,0.3,0.5,25,,81.5,12:00,Feldman,,,27.5,1995
Bay,,1995-08-29,4.5,9.9,8.7,0.35,0.65,25.5,,78.8,,Feldman,,,26,1995
Bay,,1995-09-05,4.8,10.5,9,0.3,0.75,26,,80.6,14:24,Feldman,,,27,1995
Bay,,1995-09-12,4.5,10.4,9.2,0.3,0.7,24.5,,80.6,14:24,Feldman,,,27,1995
Bay,,1995-09-28,4.8,9.5,8.7,0.3,0.7,21,,75.2,4:48,Feldman,,,24,1995
Bay,,1995-10-05,4.4,9.9,7.2,0.3,0.45,15.5,,62.96,23:02,Feldman,,,17.2,1995
Bay,,1995-10-06,5,8.9,8.5,0.45,1.15,24.5,,81.5,12:00,Feldman,,,27.5,1995
Bay,,1995-10-11,2.4,8.69,7.2,0.3,0.75,17.5,,58.64,15:21,Feldman,,,14.8,1995
Bay,,1995-10-20,2.2,9.71,7.6,0.35,0.73,15,,56.48,11:31,Feldman,,,13.6,1995
Bay,,1995-10-23,4.5,11.6,9,0.4,0.8,18.5,,68.9,21:36,Feldman,,,20.5,1995
Bay,,1995-10-26,2.8,8.15,6.7,0.38,0.75,19,,67.28,6:43,Feldman,,,19.6,1995
Bay,,1995-10-30,4.5,9.9,8.5,0.45,0.75,14,,59.9,21:36,Feldman,,,15.5,1995
Bay,,1995-11-06,4,11.8,8.5,0.55,0.55,9.5,,51.8,19:12,Feldman,,,11,1995
Bay,,1995-11-13,4.5,11.3,8.1,0.55,0.7,9.5,,57.2,4:48,Feldman,,,14,1995
Bay,,1995-11-20,4,11.8,8.4,0.55,0.55,8,,50.9,21:36,Feldman,,,10.5,1995
Bay,,1995-11-27,4,9.5,8.1,0.75,0.75,10,,48.2,4:48,Feldman,,,9,1995
Bay,,1995-12-11,,,,,,,,28.4,9:36,Feldman,,,-2,1995
Bay,,1996-01-22,4,11.7,7.4,0.4,0.55,4,,39.2,4:48,"Strader, Pease, Feldman",,,4,1996
Bay,,1996-01-29,3.5,11.2,7.2,0.35,0.65,4,,42.8,19:12,"Strader, Pease, Feldman",,,6,1996
Bay,,1996-02-12,3.5,10.8,7.1,0.35,0.6,5,,44.6,14:24,"Strader, Pease, Feldman",,,7,1996
Bay,,1996-02-26,3,8.7,7.1,0.2,0.75,10.5,,60.8,19:12,"Strader, Pease, Feldman",,,16,1996
Bay,,1996-03-04,3,11.5,7.4,0.3,0.45,3.5,,38.3,7:12,"Strader, Pease, Feldman",,,3.5,1996
Bay,,1996-03-11,,,,0.05,0.05,,,38.3,7:12,"Strader, Pease, Feldman",,,3.5,1996
Bay,,1996-03-18,3,10.1,7,0.4,0.45,7.5,,44.6,14:24,"Strader, Pease, Feldman",,,7,1996
Bay,,1996-03-25,3,10,7.2,0.35,0.7,10,,61.7,N/A,"Strader, Pease, Feldman",,,16.5,1996
Bay,,1996-04-08,3,10.7,7.3,0.35,0.55,8,,42.8,19:12,"Strader, Pease, Feldman",,,6,1996
Bay,,1996-04-22,3,9.2,8.2,0.4,0.95,21,,71.6,14:24,"Strader, Pease, Feldman",,,22,1996
Bay,,1996-04-29,3,8.9,8,0.45,0.85,18,,69.8,19:12,"Strader, Pease, Feldman",,,21,1996
Bay,,1996-05-13,3,9.2,8.1,0.3,0.7,17,,57.2,4:48,"Strader, Pease, Feldman",,,14,1996
Bay,,1996-05-20,3,9,8.8,0.4,0.75,28,,86,,"Strader, Pease, Feldman",,,30,1996
Bay,,1996-05-27,3,9.6,8.6,0.25,0.6,19,,63.5,12:00,"Strader, Pease, Feldman",,,17.5,1996
Bay,,1996-06-03,3,8.7,8.5,0.35,0.5,17,,59.9,21:36,"Strader, Pease, Feldman",,,15.5,1996
Bay,,1996-06-10,3,8,8.1,0.45,1.02,24,,67.1,2:24,"Strader, Pease, Feldman",,,19.5,1996
Bay,,1996-06-17,3,8.8,8.4,0.45,0.75,27,,77,0:00,"Strader, Pease, Feldman",,,25,1996
Bay,,1996-06-24,3,8,8.6,0.55,0.8,26.5,,77,0:00,"Strader, Pease, Feldman",,,25,1996
Bay,,1996-08-02,2.5,6.4,7.3,0.4,0.8,26,,,0:00,"Strader, Pease, Feldman",,,-17.77777778,1996
Bay,,1996-08-11,3.1,,7.6,0.3,0.4,28.5,,,12:00,"Strader, Pease, Feldman",,,-17.77777778,1996
Bay,,1996-08-18,3,4.65,7.3,0.3,0.68,27.5,,,12:00,"Strader, Pease, Feldman",,,-17.77777778,1996
Bay,,1996-09-01,2.8,2,7.4,0.28,0.4,25,,,0:00,"Strader, Pease, Feldman",,,-17.77777778,1996
Bay,,1996-09-15,3,2,,0.3,0.8,23.5,,,12:00,"Strader, Pease, Feldman",,,-17.77777778,1996
Bay,,1996-09-22,3.1,2,7.4,0.4,0.9,22,,,0:00,"Strader, Pease, Feldman",,,-17.77777778,1996
Bay,,1996-09-28,3.2,1.7,7.5,0.43,0.88,23,,,0:00,"Strader, Pease, Feldman",,,-17.77777778,1996
Bay,,1996-10-05,4.4,9.9,7.2,0.3,0.45,15.5,,62.96,23:02,"Strader, Pease, Feldman",,,17.2,1996
Bay,,1996-10-11,2.4,8.69,7.2,0.3,0.75,17.5,,58.64,15:21,"Strader, Pease, Feldman",,,14.8,1996
Bay,,1996-10-20,2.2,9.71,7.6,0.35,0.73,15,,56.48,11:31,"Strader, Pease, Feldman",,,13.6,1996
Bay,,1996-10-26,2.8,8.15,6.7,0.38,0.75,19,,67.28,6:43,"Strader, Pease, Feldman",,,19.6,1996
Bay,,1996-11-03,2,6.5,6.8,0.48,0.58,10.1,,48.74,17:45,"Strader, Pease, Feldman",,,9.3,1996
Bay,,1996-11-12,1.9,11.43,7.1,0.45,0.55,6.2,,41.414,9:56,"Strader, Pease, Feldman",,,5.23,1996
Bay,,1996-11-17,1.8,11.8,6.8,0.28,0.3,9.1,,51.44,10:33,"Strader, Pease, Feldman",,,10.8,1996
Bay,,1996-12-01,1.9,10.9,6.9,0.4,0.6,11,,63.5,12:00,"Strader, Pease, Feldman",,,17.5,1996
Bay,,1996-12-08,1.6,11.2,6.9,0.4,0.65,9.1,,51.08,1:55,"Strader, Pease, Feldman",,,10.6,1996
Bay,,1996-12-21,1.8,12.25,6.9,0.31,0.61,5.21,,38.3,7:12,"Strader, Pease, Feldman",,,3.5,1996
Bay,,1997-01-05,2,9.2,6.7,0.2,0.7,13.5,,63.32,7:40,"Pease, Strader",,,17.4,1997
Bay,,1997-01-19,1.3,13.3,7,0.3,0.3,0,,,0:00,"Pease, Strader",,,-17.77777778,1997
Bay,,1997-02-01,1.5,10.9,6.6,2.5,3.5,10.1,,62.06,1:26,"Pease, Strader",,,16.7,1997
Bay,,1997-02-15,1.3,10.55,6.6,0.3,0.6,8.2,,41,0:00,"Pease, Strader",,,5,1997
Bay,,1997-03-03,1.8,9.45,6.9,0.3,0.54,14.1,,48.02,0:28,"Pease, Strader",,,8.9,1997
Bay,,1997-03-15,1.2,10.2,6.5,0.2,0.52,13.2,,47.66,15:50,"Pease, Strader",,,8.7,1997
Bay,,1997-04-13,1.2,9.8,6.9,0.28,0.74,17.1,,68.18,4:19,"Pease, Strader",,,20.1,1997
Bay,,1997-04-19,1.3,10.8,6.7,0.2,0.49,11,,59.54,12:57,"Pease, Strader",,,15.3,1997
Bay,,1997-04-26,1.1,10.1,6.8,0.25,0.55,15.5,,59.36,8:38,"Pease, Strader",,,15.2,1997
Bay,,1997-05-04,1.1,9.73,6.5,0.3,0.88,18,,61.52,12:28,"Pease, Strader",,,16.4,1997
Bay,,1997-05-12,1.5,9.5,7.3,0.3,0.67,21,,,0:00,"Pease, Strader",,,-17.77777778,1997
Bay,,1997-05-16,1.3,10.2,6.6,0.35,0.7,20.5,,68.36,8:38,"Pease, Strader",,,20.2,1997
Bay,,1997-05-24,1.6,9.9,7.5,0.38,0.5,23,,72.14,3:21,"Pease, Strader",,,22.3,1997
Bay,,1997-05-30,1.6,9.5,8,,0.2,23,,,0:00,"Pease, Strader",,,-17.77777778,1997
Bay,,1997-06-08,1,10.5,6.3,0.1,0.15,18,,61.7,16:48,"Pease, Strader",,,16.5,1997
Bay,,1997-06-21,1.5,7.5,6.5,0.4,0.7,26.5,,84.02,0:28,"Pease, Strader",,,28.9,1997
Bay,,1997-06-27,1.5,8.5,8,0.5,0.62,29,,78.4,9:36,"Pease, Strader",,,25.77777778,1997
Bay,,1997-07-06,1.5,7.6,6.8,0.48,0.68,27,,76.46,11:02,"Pease, Strader",,,24.7,1997
Bay,,1997-07-12,1.5,8.55,6.4,0.4,0.4,27,,80.06,1:26,"Pease, Strader",,,26.7,1997
Bay,,1997-07-20,1.6,8.7,7.4,0.39,0.58,27.5,,83.48,11:31,"Pease, Strader",,,28.6,1997
Bay,,1997-07-27,1.5,9.7,7.8,0.38,0.69,27,,86.72,17:16,"Pease, Strader",,,30.4,1997
Bay,,1997-07-29,1.5,8.1,8,0.4,0.65,28,,82,0:00,"Pease, Strader",,,27.77777778,1997
Bay,,1997-08-09,1.7,9.8,8.6,0.38,0.5,27.5,,78.62,14:52,"Pease, Strader",,,25.9,1997
Bay,,1997-08-15,1.7,7.7,8.2,0.45,0.63,8.4,,82.6,14:24,"Pease, Strader",,,28.11111111,1997
Bay,,1997-08-22,1.7,9,8.2,0.38,0.67,25.5,,77.7,16:48,"Pease, Strader",,,25.38888889,1997
Bay,,1997-08-30,1.8,9.6,8.1,0.32,0.45,26,,78.98,23:31,"Pease, Strader",,,26.1,1997
Bay,,1997-09-14,1.9,9.6,7.9,0.21,0.61,24,,78.62,14:52,"Pease, Strader",,,25.9,1997
Bay,,1997-10-05,1.9,10.25,8.2,0.28,0.65,21.6,,74.12,2:52,"Pease, Strader",,,23.4,1997
Bay,,1997-10-26,,9.6,7.5,0.35,0.61,,,62.6,14:24,"Pease, Strader",,,17,1997
Bay,,1997-11-09,1.8,10.6,6.5,0.35,0.65,12,,51.62,14:52,"Pease, Strader",,,10.9,1997
Bay,,1997-12-06,1.5,14.3,6.9,0.3,0.45,6,,40.1,2:24,"Pease, Strader",,,4.5,1997
Bay,,1998-01-04,1.5,12.3,6.4,0.25,0.5,8.9,,57.2,4:48,Strader,,,14,1998
Bay,,1998-01-25,1.2,12.5,6.5,0.3,0.6,8.1,,45.86,20:38,Strader,,,7.7,1998
Bay,,1998-02-22,1.1,10.7,6.3,0.25,0.75,10.5,,,12:00,Strader,,,-17.77777778,1998
Bay,,1998-03-22,1,11.1,6.4,0.25,0.71,11,,48.74,17:45,Strader,,,9.3,1998
Bay,,1998-04-19,1,10.8,6.9,0.3,0.78,17,,,0:00,Strader,,,-17.77777778,1998
Bay,,1998-05-02,1,10.9,8.2,0.35,0.78,21.5,,72.5,12:00,Strader,,,22.5,1998
Bay,,1998-05-17,1.1,9.3,6.8,0.25,0.48,23.5,,80.78,18:43,Strader,,,27.1,1998
Bay,,1998-06-07,1.1,10,7.2,0.4,0.5,22.9,,,21:36,Strader,,,-17.77777778,1998
Bay,,1998-06-14,0.9,9.7,6.8,0.4,0.65,26,,79.88,21:07,Strader,,,26.6,1998
Bay,,1998-07-05,1,8.4,6.9,0.32,0.65,26,,82.04,0:57,Strader,,,27.8,1998
Bay,,1998-07-25,0.9,8.6,7.3,0.4,0.65,29,,81.32,7:40,Strader,,,27.4,1998
Bay,,1998-08-23,1,11,8.8,0.3,0.62,28,,85.1,2:24,Strader,,,29.5,1998
Bay,,1998-09-12,0.9,10.8,8.5,0.28,0.66,25,,87.1,2:24,Strader,,,30.61111111,1998
Bay,,1998-11-02,1.1,10,6.9,0.3,0.35,14,,58.28,6:43,Strader,,,14.6,1998
Bay,,1998-11-21,1,10.9,7.3,0.3,0.48,15,,57.56,13:26,Strader,,,14.2,1998
A,,1999-08-11,3,2.6,7.7,0.6,0.6,26,,80.96,23:02,Not Recorded,,,27.2,1999
A,,1999-08-18,3,1.6,8.7,,,31,,91.4,9:36,Not Recorded,,,33,1999
A,,1999-09-08,1.8,1.35,8.2,0.4,1,28,,76.6,14:24,Not Recorded,,,24.77777778,1999
A,,1999-10-15,0.1,5.65,7.3,0.6,0.8,20,,,0:00,Not Recorded,,,-17.77777778,1999
A,,1999-11-10,0,6.7,7.6,0.65,0.95,18,,,0:00,Not Recorded,,,-17.77777778,1999
A,,1999-12-16,,4.7,8.2,0.6,0.8,,,52,0:00,Not Recorded,,,11.11111111,1999
A,,1999-12-30,1,7.8,6.9,0.65,0.85,8,,42.8,19:12,Not Recorded,,,6,1999
B,,1999-08-11,2.5,3.1,8.1,0.25,0.25,27,,80.96,23:02,Not Recorded,,,27.2,1999
B,,1999-08-18,3,2.2,8.9,,,30,,87.8,19:12,Not Recorded,,,31,1999
B,,1999-09-08,0.9,3.6,8.2,0.3,0.3,32,,,0:00,Not Recorded,,,-17.77777778,1999
B,,1999-10-15,1,4.7,7,0.3,0.3,17,,,0:00,Not Recorded,,,-17.77777778,1999
B,,1999-10-27,,,7.7,0.25,0.25,,,72,0:00,Not Recorded,,,22.22222222,1999
B,,1999-11-10,1,6.3,7.4,0.4,0.4,16,,,0:00,Not Recorded,,,-17.77777778,1999
B,,1999-12-16,,3.25,7.9,0.21,0.21,,,51,0:00,Not Recorded,,,10.55555556,1999
B,,1999-12-30,0.2,6.1,6.9,0.25,0.25,7,,41,0:00,Not Recorded,,,5,1999
C,,1999-08-11,3,1.9,8.5,0.5,0.5,27,,84.2,4:48,Not Recorded,,,29,1999
C,,1999-08-18,0.1,1.9,8.8,,,27,,82.4,9:36,Not Recorded,,,28,1999
C,,1999-09-08,1,2.4,8,5.8,5.8,34,,,0:00,Not Recorded,,,-17.77777778,1999
C,,1999-09-22,1,3.7,7.8,0.8,0.8,18,,60,0:00,Not Recorded,,,15.55555556,1999
C,,1999-10-15,0.1,5.5,6.6,0.55,0.55,19,,,0:00,Not Recorded,,,-17.77777778,1999
C,,1999-10-27,0,3.7,7.7,0.55,0.55,43,,72,0:00,Not Recorded,,,22.22222222,1999
C,,1999-11-10,0.2,10,7.8,0.6,0.6,17,,,0:00,Not Recorded,,,-17.77777778,1999
C,,1999-12-16,,4.3,7.9,0.7,0.7,,,50,0:00,Not Recorded,,,10,1999
C,,1999-12-30,0.1,7.3,6.9,0.7,0.7,5,,41,0:00,Not Recorded,,,5,1999
D,,1999-08-11,0.2,2.5,8.6,0.63,1.25,27,,85.46,11:02,Not Recorded,,,29.7,1999
D,,1999-08-18,3,2.8,8,,,28,,87.8,N/A,Not Recorded,,,31,1999
D,,1999-09-08,0,1.5,7.4,1.75,1.85,34.5,,,12:00,Not Recorded,,,-17.77777778,1999
D,,1999-09-22,0,1.9,7.6,0.5,1.65,18,,,0:00,Not Recorded,,,-17.77777778,1999
D,,1999-10-15,0,3.25,7.3,0.55,1.55,17,,,0:00,Not Recorded,,,-17.77777778,1999
D,,1999-10-27,0.4,3.4,7.4,0.95,1.35,42.5,,72,0:00,Not Recorded,,,22.22222222,1999
D,,1999-11-10,0,6.5,8,1.05,1.5,15,,60,0:00,Not Recorded,,,15.55555556,1999
D,,1999-11-30,0,6.45,8.8,1.15,1.35,,,37.2,4:48,Not Recorded,,,2.888888889,1999
D,,1999-12-16,0,7.8,8.9,0.8,1.4,11,,49,0:00,Not Recorded,,,9.444444444,1999
D,,1999-12-30,0,8.25,8,1.1,1.4,5,,41,0:00,Not Recorded,,,5,1999
Bay,,1999-01-09,1.2,11.2,7.2,0.28,0.5,9,,58.82,19:40,"Strader, S. Poe",,,14.9,1999
Bay,,1999-01-23,1.1,11.2,6.7,0.28,0.6,15,,,0:00,"Strader, S. Poe",,,-17.77777778,1999
Bay,,1999-08-05,1.8,1.8,9.5,0.35,0.35,27,,,0:00,"Strader, S. Poe",,,-17.77777778,1999
Bay,,1999-08-11,3,7,9.2,0.4,0.65,28,,86.54,12:57,"Strader, S. Poe",,,30.3,1999
Bay,,1999-08-18,3,3,9.1,,,29,,87.8,19:12,"Strader, S. Poe",,,31,1999
Bay,,1999-09-08,2.2,1.9,8.5,0.9,0.95,28,,76.6,14:24,"Strader, S. Poe",,,24.77777778,1999
Bay,,1999-10-15,2,4.8,5.7,0.42,0.5,16,,65,0:00,"Strader, S. Poe",,,18.33333333,1999
Bay,,1999-10-27,0.3,4.3,8.6,0.5,0.5,24.5,,,N/A,"Strader, S. Poe",,,-17.77777778,1999
Bay,,1999-11-10,1,7.5,8.1,5.5,5.5,14,,60,0:00,"Strader, S. Poe",,,15.55555556,1999
Bay,,1999-12-16,1,8.7,9.1,0.5,0.85,11,,48,0:00,"Strader, S. Poe",,,8.888888889,1999
Bay,,1999-12-30,0.1,6.1,7,0.25,0.45,5,,41,0:00,"Strader, S. Poe",,,5,1999
A,,2000-02-17,0.08,,8,0.95,1.05,9,,43,0:00,Not Recorded,,,6.111111111,2000
A,,2000-02-29,1.5,5,8.1,0.9,1.1,15,,58,0:00,Not Recorded,,,14.44444444,2000
A,,2000-03-13,1,,7.5,0.85,0.88,14,,48,0:00,Not Recorded,,,8.888888889,2000
A,,2000-04-03,1,,7,0.55,1.05,19,,,0:00,Not Recorded,,,-17.77777778,2000
A,,2000-05-01,0.5,3.6,7.1,0.9,1,23,,75,0:00,Not Recorded,,,23.88888889,2000
A,,2000-05-15,1,6.4,8.2,0.85,0.9,27,,71,0:00,Not Recorded,,,21.66666667,2000
A,,2000-05-30,0.5,,7.8,0.65,0.65,15,,58,0:00,Not Recorded,,,14.44444444,2000
A,,2000-06-13,1,,8,0.45,0.55,27,,72,0:00,Not Recorded,,,22.22222222,2000
A,,2000-06-26,1,5.5,8,0.55,0.55,30.5,,84.2,,Not Recorded,,,29,2000
A,,2000-07-11,0.8,,8.1,0.37,0.8,31,,80.6,14:24,Not Recorded,,,27,2000
A,,2000-07-24,0.05,6.1,8,0.55,0.55,25,,78,0:00,Not Recorded,,,25.55555556,2000
A,,2000-08-10,0,,6.4,0.65,0.65,29,,83,0:00,Not Recorded,,,28.33333333,2000
A,,2000-08-22,0,5.2,7.5,0.65,0.65,25,,72,0:00,Not Recorded,,,22.22222222,2000
A,,2000-09-06,0,,8,0.9,0.9,21,,72,0:00,Not Recorded,,,22.22222222,2000
A,,2000-09-18,0,5.8,,0.4,0.75,22,,70,0:00,Not Recorded,,,21.11111111,2000
A,,2000-10-04,1.1,8.7,8.3,0.55,0.7,35,,84,0:00,Not Recorded,,,28.88888889,2000
A,,2000-10-26,1,,8.7,0.63,0.63,21,,67,0:00,Not Recorded,,,19.44444444,2000
A,,2000-11-01,0,9.75,8.2,0.65,0.65,16,,58,0:00,Not Recorded,,,14.44444444,2000
A,,2000-11-14,1,,7.5,0.5,0.75,13,,55,0:00,Not Recorded,,,12.77777778,2000
A,,2000-12-11,1,,8,0.75,0.75,7.5,,45,0:00,Not Recorded,,,7.222222222,2000
A,,2000-12-18,1,9.9,8.2,0.7,0.7,9,,44,0:00,Not Recorded,,,6.666666667,2000
B,,2000-02-02,1,6.4,7.1,0.35,0.35,5,,46,0:00,Not Recorded,,,7.777777778,2000
B,,2000-02-17,1.2,,7.8,0.4,0.4,10,,43,0:00,Not Recorded,,,6.111111111,2000
B,,2000-02-29,1.2,,7.8,0.37,0.37,14,,58,0:00,Not Recorded,,,14.44444444,2000
B,,2000-03-13,1.5,10,7.8,0.3,0.3,12.5,,48,0:00,Not Recorded,,,8.888888889,2000
B,,2000-04-03,1.5,,7,0.35,0.35,21,,,0:00,Not Recorded,,,-17.77777778,2000
B,,2000-05-01,1,3.5,7.5,0.15,0.15,25.5,,75,0:00,Not Recorded,,,23.88888889,2000
B,,2000-05-15,1.5,7.6,9.7,4,4.5,30,,71,0:00,Not Recorded,,,21.66666667,2000
B,,2000-05-30,1,,8,0.2,0.2,15,,58,0:00,Not Recorded,,,14.44444444,2000
B,,2000-06-13,1,,8.6,0.15,0.4,27,,72,0:00,Not Recorded,,,22.22222222,2000
B,,2000-06-26,1,8.3,8.8,0.05,0.1,30,,82.4,9:36,Not Recorded,,,28,2000
B,,2000-07-11,1,,7.6,0.15,0.15,31,,87.8,19:12,Not Recorded,,,31,2000
B,,2000-07-24,1,1.8,7.5,0,0.15,24,,78,0:00,Not Recorded,,,25.55555556,2000
B,,2000-08-10,1,,6.3,0.23,0.23,29,,83,0:00,Not Recorded,,,28.33333333,2000
B,,2000-08-22,0,2.4,7.8,0.35,0.35,22,,71,0:00,Not Recorded,,,21.66666667,2000
B,,2000-09-06,0,,7.9,0.45,0.45,21,,72,0:00,Not Recorded,,,22.22222222,2000
B,,2000-09-18,0.8,7.6,7.9,0.1,0.1,20,,70,0:00,Not Recorded,,,21.11111111,2000
B,,2000-10-04,1,8.5,8.5,0.1,0.1,30,,84,0:00,Not Recorded,,,28.88888889,2000
B,,2000-10-26,2,,8.7,0.1,0.25,22,,67,0:00,Not Recorded,,,19.44444444,2000
B,,2000-11-01,1,5.5,8.1,0.1,0.11,14,,58,0:00,Not Recorded,,,14.44444444,2000
B,,2000-11-14,1.5,,7.8,0.35,0.35,14,,55,0:00,Not Recorded,,,12.77777778,2000
B,,2000-12-11,1.5,,7.8,0.3,0.65,8,,45,0:00,Not Recorded,,,7.222222222,2000
B,,2000-12-18,1.5,7.2,7.9,0.2,0.4,7.5,,43.4,9:36,Not Recorded,,,6.333333333,2000
C,,2000-02-02,1,5.9,6.9,0.65,0.81,4,,45,0:00,Not Recorded,,,7.222222222,2000
C,,2000-02-17,1,,7.6,0.85,0.85,9.9,,43,0:00,Not Recorded,,,6.111111111,2000
C,,2000-02-29,0.9,,7.9,0.85,0.85,16,,60,0:00,Not Recorded,,,15.55555556,2000
C,,2000-03-13,1,,8.6,0.7,0.83,14,,45,0:00,Not Recorded,,,7.222222222,2000
C,,2000-04-03,1,,8.4,0.7,0.9,21,,,0:00,Not Recorded,,,-17.77777778,2000
C,,2000-05-01,0.5,,7.8,0.6,0.6,,,75,0:00,Not Recorded,,,23.88888889,2000
C,,2000-05-15,1,,9.3,0.4,0.45,27,,71,0:00,Not Recorded,,,21.66666667,2000
C,,2000-05-30,0.5,7.9,8,0.5,0.5,15,,58,0:00,Not Recorded,,,14.44444444,2000
C,,2000-06-13,1,8.2,9.5,0.4,0.4,28,,73,0:00,Not Recorded,,,22.77777778,2000
C,,2000-06-26,1,,8.8,0.5,0.5,29,,82.4,9:36,Not Recorded,,,28,2000
C,,2000-07-11,0.01,5.7,8.2,0.5,0.5,32,,80.6,14:24,Not Recorded,,,27,2000
C,,2000-07-24,0.5,,8,0.45,0.45,25,,78,0:00,Not Recorded,,,25.55555556,2000
C,,2000-08-10,0,6.3,6.7,0.6,0.6,29,,83,0:00,Not Recorded,,,28.33333333,2000
C,,2000-08-22,0,,8.3,0.5,0.5,24,,71,0:00,Not Recorded,,,21.66666667,2000
C,,2000-09-06,0,6.3,8.1,0.55,0.55,21,,72,0:00,Not Recorded,,,22.22222222,2000
C,,2000-09-18,0,,8.1,0.35,0.35,21,,68,0:00,Not Recorded,,,20,2000
C,,2000-10-04,1.5,,8.1,0.35,0.35,26,,83,0:00,Not Recorded,,,28.33333333,2000
C,,2000-10-26,0.5,6.2,8.4,0.25,0.25,21.5,,67,0:00,Not Recorded,,,19.44444444,2000
C,,2000-11-01,1,,8.3,0.4,0.4,15,,58,0:00,Not Recorded,,,14.44444444,2000
C,,2000-11-14,1,6,7.4,0.3,0.3,13,,55,0:00,Not Recorded,,,12.77777778,2000
C,,2000-12-11,1,6.5,8.1,0.1,0.1,7.5,,45,0:00,Not Recorded,,,7.222222222,2000
C,,2000-12-18,1,,7.9,0.35,0.35,11,,43.4,9:36,Not Recorded,,,6.333333333,2000
D,,2000-02-02,0,7.1,7.2,1.4,1.4,4,,45,0:00,Not Recorded,,,7.222222222,2000
D,,2000-02-17,0,,8.5,1.45,1.45,9.5,,43,0:00,Not Recorded,,,6.111111111,2000
D,,2000-02-29,0,6.9,7,0.9,0.95,14,,62,0:00,Not Recorded,,,16.66666667,2000
D,,2000-03-13,0,,8.4,0.85,0.95,14,,45,0:00,Not Recorded,,,7.222222222,2000
D,,2000-04-03,0,7.4,8.6,1.1,1.35,20,,,0:00,Not Recorded,,,-17.77777778,2000
D,,2000-05-01,0,,7.6,1.1,1.6,19.5,,75,0:00,Not Recorded,,,23.88888889,2000
D,,2000-05-15,0,,8.3,0.65,1.55,27,,71,0:00,Not Recorded,,,21.66666667,2000
D,,2000-05-30,0,6.3,8.2,0.1,1.6,15,,50,0:00,Not Recorded,,,10,2000
D,,2000-06-13,0,6.3,7.7,0.75,1.4,,,78.8,19:12,Not Recorded,,,26,2000
D,,2000-06-26,0,,8.2,0.8,1.6,29,,80.6,14:24,Not Recorded,,,27,2000
D,,2000-07-11,0,4.4,8.6,0.65,1.6,27,,78.8,19:12,Not Recorded,,,26,2000
D,,2000-07-24,0,,8.1,0.7,0.85,25,,78,0:00,Not Recorded,,,25.55555556,2000
D,,2000-08-10,0,4.1,5.6,0.65,1.6,28,,83,0:00,Not Recorded,,,28.33333333,2000
D,,2000-08-22,0,,8.3,0.6,1.5,24,,71,0:00,Not Recorded,,,21.66666667,2000
D,,2000-09-06,0,5,8.5,0.7,1.65,21,,71.6,14:24,Not Recorded,,,22,2000
D,,2000-09-18,0,,8.6,0.6,1.52,20,,68,0:00,Not Recorded,,,20,2000
D,,2000-10-04,1,,8.6,0.8,1.8,27,,83,0:00,Not Recorded,,,28.33333333,2000
D,,2000-10-26,0,8.5,8.8,0.7,1.05,19.5,,66,0:00,Not Recorded,,,18.88888889,2000
D,,2000-11-01,0,,8.8,1.2,1.4,14.5,,58,0:00,Not Recorded,,,14.44444444,2000
D,,2000-11-14,0,6.2,9,0.7,1.4,13,,55,0:00,Not Recorded,,,12.77777778,2000
D,,2000-12-11,0,10,9.3,1.1,1.3,7,,45,0:00,Not Recorded,,,7.222222222,2000
D,,2000-12-18,0,,8.8,1.05,1.45,10,,43.2,4:48,Not Recorded,,,6.222222222,2000
Bay,,2000-02-02,1.5,6.1,7.2,0.05,0.4,3,,43,0:00,S. Poe,,,6.111111111,2000
Bay,,2000-02-17,1,,7.5,0.15,0.35,10,,43,0:00,S. Poe,,,6.111111111,2000
Bay,,2000-02-29,1.2,9,7,0.25,0.35,,,17,0:00,S. Poe,,,-8.333333333,2000
Bay,,2000-03-13,1.5,9.75,8.6,0.45,0.5,12,,45,0:00,S. Poe,,,7.222222222,2000
Bay,,2000-04-03,1.5,7.6,9.1,0.3,0.7,18,,,0:00,S. Poe,,,-17.77777778,2000
Bay,,2000-05-01,1,4.1,7.9,0.3,0.65,19.5,,75,0:00,S. Poe,,,23.88888889,2000
Bay,,2000-05-15,1.2,8,8.7,0.4,0.45,23,,71,0:00,S. Poe,,,21.66666667,2000
Bay,,2000-05-30,,,,,,,,57.9,N/A,S. Poe,,,14.38888889,2000
Bay,,2000-06-13,1.5,7.3,8.4,0.4,0.64,26,,73.7,16:48,S. Poe,,,23.16666667,2000
Bay,,2000-06-26,1.5,7,8.5,0.5,0.85,26,,83,0:00,S. Poe,,,28.33333333,2000
Bay,,2000-07-11,1,5,8.6,0.4,0.8,27,,77,0:00,S. Poe,,,25,2000
Bay,,2000-07-24,1,6.4,8.2,0.4,0.55,25,,78,0:00,S. Poe,,,25.55555556,2000
Bay,,2000-08-10,1.5,6,8.1,0.6,0.68,28,,83,0:00,S. Poe,,,28.33333333,2000
Bay,,2000-08-22,1,7.1,8.7,0.3,0.45,22,,71,0:00,S. Poe,,,21.66666667,2000
